ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ZAF,South Africa,48.05254792,47.99252838,48.02184299,47.88741131,48.10071038,48.59413481,48.54992394,48.62641607,48.45087281,48.70728422,48.30063636,48.6008979,48.35580519,48.24971186,48.2689748,47.7979041,47.88377553,48.03850625,48.66344411,49.15232329,48.79900292,49.82292573,48.98890503,48.64702476,48.66835799,48.56094662,48.84998881,48.56793634
ESP,Spain,58.85679758,59.07874587,59.32583211,59.54289714,60.08402536,60.75412352,60.77273097,60.86580105,60.93932366,60.91779746,61.24090018,61.70459681,61.87621742,61.87954141,61.42603832,61.23552571,61.61692257,61.80995425,61.88492395,62.22594495,62.39800631,62.3709602,62.64836467,62.41648475,62.29296759,62.15383569,62.32659324,61.94471695
LKA,Sri Lanka,43.62633441,43.58970385,43.74584046,43.8726086,43.85203665,43.64601605,44.05093355,44.85036018,44.40642036,44.37556827,43.31694635,43.03843932,42.9316318,42.98710542,42.77134424,42.14084604,42.26438508,42.33815226,43.07697324,44.1327883,44.97221448,44.98403631,44.89860037,45.50670547,46.55877194,46.94729226,46.25161817,45.63561881
SDN,Sudan,32.74816455,32.97160106,33.20454248,33.42385184,33.56504473,33.42092611,33.96022172,34.32648268,33.85892134,34.42503065,32.63252116,31.75859495,31.93372357,31.62070558,32.04562844,31.41138594,31.46938261,31.50063364,31.90892931,32.00567902,32.18192463,32.73710415,32.98278376,32.88963274,33.32345016,33.30862652,32.9223636,32.71875221
SUR,Suriname,46.44432231,46.44642787,46.65735015,46.86407876,46.80854697,46.74834625,47.46538598,47.20763824,47.49414561,47.4759159,48.73810171,44.43320515,44.82115726,45.02272934,44.68867927,44.01457693,44.31467774,44.51321804,44.64476676,44.57399716,45.14610668,44.71294279,45.51414175,45.49912788,45.09724559,45.11175276,45.24192226,45.24885419
SWZ,Swaziland,42.86473715,42.90366546,43.05148397,43.02054058,43.06496942,43.00806648,42.62691774,42.71104714,42.93240424,42.74359522,43.72833448,40.95204652,41.14199238,41.46125305,41.42820098,40.74913035,40.41497474,40.52747616,41.07707355,41.50414716,41.51416988,42.26020247,43.34341333,42.56310308,42.62160127,42.98481614,42.21949517,42.55849335
SWE,Sweden,64.5656325,64.67880718,64.87989729,65.03963792,65.64799485,65.88003491,66.26555074,66.81456259,66.97858841,67.2973167,67.7014995,69.80461288,70.01691363,69.87404986,69.76060707,70.6506403,71.02024345,71.02551625,70.97491982,71.29772429,71.46605246,70.71094672,70.59930754,70.14262778,69.94544348,69.7961436,70.14027827,69.85660031
CHE,Switzerland,65.89644875,65.91964127,66.1585202,66.40044661,66.84129154,67.21197111,67.33860308,67.49599756,67.40120418,67.43680115,67.99157161,70.2164732,70.93970902,70.92735018,70.64747706,71.41400532,71.24433741,71.32176206,71.76813484,72.42914339,72.28624436,71.56788244,72.28810974,72.17392967,72.15919938,71.96965771,71.98303192,72.12330217
SYR,Syrian Arab Republic,43.29929286,43.40446518,43.57353115,43.67662248,43.77022244,44.01082543,44.34139093,44.6953782,44.33145155,44.17418092,43.8589349,43.09802387,43.30434269,43.13337057,44.05474801,43.8004677,42.59641545,41.14840994,40.34580016,39.68028772,39.10040126,38.99507945,38.31747448,38.39278156,38.4379885,38.4012954,38.64845538,38.484702
TJK,Tajikistan,42.4545814,42.46613471,42.51224613,42.68554192,42.94230293,43.29480264,43.09594483,44.33609427,44.34353235,43.96343442,44.95440697,41.50402362,42.00308691,42.38609773,42.41357241,41.91249376,42.00854051,42.05696878,42.38555971,43.58521222,43.92106569,45.85130707,46.87632006,48.1612584,48.43999251,48.01629782,47.74951305,47.64655329
TZA,"Tanzania, United Republic of",38.66968171,38.62905205,38.67909187,38.75014989,38.72857279,38.58213055,38.70788013,38.93832228,38.79245072,39.13121419,38.74422955,38.09093964,38.11247138,38.3528293,38.45420157,37.7657147,37.94515558,38.23217225,38.32515852,38.61351852,38.84070523,39.66136353,39.47837652,39.4933945,39.80022576,39.80063366,40.00377052,40.38619638
THA,Thailand,48.42923617,48.43498716,48.7623811,49.21027081,49.46937742,49.56775374,49.61325011,49.67980542,49.56589983,49.10999564,49.573863,49.23807503,49.27488366,49.49701145,50.19018491,50.45223702,50.52829196,50.79692225,51.2314634,52.12503742,51.93437676,51.57951032,51.71267345,52.18333628,52.78073896,53.47250005,53.6605753,53.92789867
TLS,Timor-Leste,41.05004695,41.04005702,41.0328029,41.02797073,41.02540523,41.02282231,41.01789558,41.01124244,41.02163067,40.07054346,36.87534907,35.5095281,35.46207358,36.2615027,37.37797203,39.61131038,40.33576731,40.67684128,41.05118421,41.60249267,42.32742725,42.03930216,41.85901179,41.3765448,41.58691865,40.95039664,41.08855811,41.27965986
TGO,Togo,38.48076807,38.51481643,38.43439233,38.40257833,38.55492797,38.81936951,38.94539543,39.10891647,38.93820735,38.60292334,37.47218953,36.74375476,37.21043741,37.29592374,36.94716066,37.28768328,37.41352674,37.43021448,37.43389889,38.43058027,39.08892061,40.17405891,39.9085017,40.44000912,41.31420475,42.42096429,42.75439165,42.95500399
TON,Tonga,38.04275301,38.17817425,38.22831102,38.39156355,38.42290281,38.56199461,37.82575439,38.08424694,37.30828341,36.53017035,35.77222322,36.31888072,37.36346363,36.89575208,38.72594019,38.57671926,39.79653327,38.75665981,39.94724852,39.67016677,39.68897849,39.53196394,39.87905582,40.61762007,40.37468116,40.96818204,41.12880408,41.24999967
TTO,Trinidad and Tobago,50.33259735,50.08142268,50.41047413,50.49014284,50.23538706,50.0493662,49.87682826,49.94874734,49.76562265,49.94240105,50.94570029,46.93365522,47.26127891,47.22981393,47.0573388,47.53032862,47.91003219,48.2373485,48.58889237,49.0589101,49.22883314,48.92637919,49.00939287,48.78203828,48.14641969,48.07521859,48.14182495,48.18362629
TUN,Tunisia,49.6315499,49.85782688,49.96336349,49.9897384,50.21288199,50.46115547,50.6077388,51.03252815,51.26512214,51.55735341,51.76091549,52.93178592,53.01696965,53.10971527,53.52725144,53.37366668,53.40528821,53.1330734,52.84187636,53.44467498,53.02334761,52.40486055,52.43981834,52.25203193,52.65549176,53.19076021,52.89182584,53.03260395
TUR,Turkey,46.80341067,46.92792545,47.11251657,47.23071076,47.59009766,47.88267834,47.86509943,47.85806527,48.54451659,48.79309833,50.12451659,50.33700324,50.99163397,51.64283921,51.8334206,52.42254311,52.72805535,53.17479332,53.89806247,54.77957232,54.7500251,53.87645054,54.67619494,54.84706535,55.68297521,56.27583992,56.52165029,56.45188551
TKM,Turkmenistan,43.07282583,43.12204305,42.68902725,42.60102127,42.35655383,42.41135147,42.54257249,42.59855447,42.74125659,41.66883601,41.89400573,41.13325048,41.95402181,42.61488096,42.71038083,42.63097512,42.61187902,43.0689134,42.97983474,43.06667678,42.91856172,42.60216758,42.97462598,43.13629763,43.10600991,43.04316263,42.9759238,43.32967116
TUV,Tuvalu,52.69182273,52.70028191,52.80575177,53.11347979,52.95576448,53.03846084,52.82577992,52.73106816,52.6682636,53.03546096,51.15277048,48.96285174,49.15723447,48.98945676,48.40059003,48.08854329,47.820873,46.61372499,44.74978698,47.73725635,47.37499196,48.76291668,48.05130681,49.5026687,49.70260479,50.96377489,51.16740394,52.14120679
UGA,Uganda,36.49067127,36.43656048,36.23820126,36.25745976,35.957866,35.70463297,35.79418267,36.00926946,36.44087205,36.2782592,35.78250754,35.15563007,35.72677039,35.99384012,35.80887815,35.53385643,36.03000797,35.84372983,35.77189315,36.34357859,36.52943668,38.08149088,38.50460624,38.6289256,38.43240743,38.06809994,37.94354542,37.89326492
UKR,Ukraine,47.11164559,46.87219467,47.42613805,47.76172402,48.19531069,48.47369011,49.40210846,47.43271161,47.82246127,49.28247554,49.07939309,46.72698816,47.3972418,47.38279794,46.92223155,47.02458992,47.32803165,47.69172794,48.3705899,50.17097479,50.53272531,52.4222867,52.54589839,52.84332838,53.4046799,53.35928735,53.2520522,52.3395711
ARE,United Arab Emirates,49.30056587,49.33642141,49.39673366,49.53011804,49.77943346,50.11868316,50.98275728,51.78846668,51.13738314,51.25480531,51.81170901,53.77853606,54.18453991,54.25169904,53.97898159,55.28699248,55.96491322,56.42213712,57.72837178,58.97874248,59.06501155,58.39623414,58.74999196,58.82246891,58.99290703,59.96716051,60.16216577,60.27458891
GBR,United Kingdom,67.13101876,67.25379878,67.4374389,67.59241912,67.85493766,67.90621172,67.82469172,67.99989109,67.8482635,67.72181855,67.42753165,69.54145198,69.58035981,69.35420399,68.83022144,70.04286169,69.75775195,69.82524767,70.13603321,71.48992578,71.90950281,71.14931667,70.81772651,70.38349726,70.55205117,70.17365489,70.03839295,70.29992467
USA,United States,65.54702863,65.61698985,65.54712643,65.55630538,65.84996528,66.23087295,66.11620412,66.0880154,65.92980259,65.79305999,66.92342369,70.6970087,70.78038779,71.27077166,70.92905277,72.39094737,72.5307402,72.8157839,72.83206278,69.59927686,69.51298862,68.89143321,68.99489011,68.70696444,67.97114459,67.59856416,67.78116869,67.65573053
URY,Uruguay,48.60977145,48.64266572,48.9143264,49.08586804,48.80021598,48.91688127,49.01732892,48.90085912,48.92351998,48.18593563,48.38959057,48.22466548,49.15146075,49.34359701,49.9631417,50.79280415,50.89156093,51.86676544,52.85025617,53.86928472,53.6512776,53.51746738,53.59170027,54.17891474,54.44585586,54.92837762,55.98505344,56.16599973
UZB,Uzbekistan,46.56025665,46.49165351,46.28574459,46.10052171,46.25423255,46.36141493,47.05284843,47.65595429,47.49018935,46.50045645,45.19579047,43.52717968,44.30054996,44.94559851,44.87869923,44.36309452,44.26759747,44.76232299,45.42686218,46.70053729,47.12802777,49.11148887,49.58983413,51.43812699,51.85437297,51.84452479,52.97143026,53.47165515
VUT,Vanuatu,37.32190497,37.36964564,37.47052745,37.57915683,37.89954971,38.30586972,38.50621752,37.98773203,38.66480655,37.49453473,38.49208728,38.67693957,39.18498086,39.14563521,38.58984109,38.01256027,38.36793015,37.81221368,37.63639209,38.5623084,37.76571416,39.01914875,39.49588536,39.44349503,39.51823937,41.01280822,41.27790947,41.24668364
VEN,"Venezuela, Bolivarian Republic o",45.75355708,45.68864793,45.78977981,45.73857741,45.80446403,45.87988367,45.45457836,44.68781894,44.18582354,44.43193189,44.71294992,43.46865904,43.35985614,43.43949848,43.00360485,42.3586821,42.451036,42.34375794,42.2373298,41.82588337,41.5103762,41.96022486,41.52173744,40.84409486,40.88718406,40.57129705,40.65376032,41.03920655
VNM,Viet Nam,41.89319627,42.00693623,42.04662328,42.13926048,42.23084971,42.54209139,42.41420227,42.27249913,42.35613853,42.45580522,43.66254638,44.1543395,44.5270711,44.63221263,44.61469725,43.94099754,44.62071804,44.76562436,45.397,46.0885767,46.17794696,47.06129074,47.15513948,47.58451244,47.81016906,48.05606017,48.46274475,48.70443269
YEM,Yemen,37.22901232,37.29899636,37.21762984,37.28288694,37.41273494,37.46454942,37.41361217,37.48037368,37.6839698,37.51053072,38.06430457,38.12622414,38.45715176,38.24732213,38.98104249,39.1213287,38.66511624,38.98387652,38.30058481,37.53942318,36.80674831,35.69478843,36.49868034,35.96481544,36.17189162,36.15113555,36.03973388,36.16816909
ZMB,Zambia,40.634959,40.61614175,40.76433162,40.73541316,40.78926842,40.80925721,40.81551161,39.88927675,40.71713651,40.16388707,39.84886616,39.6784215,39.9642523,40.38655927,40.26409944,39.90733293,40.40231856,40.77126686,40.8979381,41.57338201,41.00661397,41.76734569,41.78210493,41.83059608,41.71803488,41.44343043,41.69372937,42.11934269
ZWE,Zimbabwe,38.43870016,38.22500344,38.05648327,37.80357866,36.79373616,35.6811149,35.27723255,34.6203213,34.69557351,34.34165261,33.92994081,33.63128792,33.64402396,32.91573529,32.8132651,32.15187995,32.555996,33.31064176,33.35661679,33.61199501,33.92850289,34.54622839,34.76834781,35.19664901,35.50478229,35.55798265,35.87677032,36.21447151
