Coalition,Size,RecomputedScore,ReferenceScore,ScoreError,RelError
"['Austria', 'Mauritania', 'Mongolia']",3,12623.13629028318,12623.13629028318,0.0,0.0
"['Benin', 'Cuba', 'Solomon Islands']",3,12498.284616679008,12498.284616679008,0.0,0.0
"['Antigua and Barbuda', 'El Salvador', 'Turkmenistan']",3,15258.840021154447,15258.840021154449,-1.8189894035458565e-12,1.192088914376229e-16
"['Andorra', 'New Zealand', 'Uganda']",3,8157.801841818515,8157.801841818515,0.0,0.0
"['Armenia', 'Georgia', 'Iran']",3,11010.704562365607,11010.704562365609,-1.8189894035458565e-12,1.652019081288521e-16
"['Azerbaijan', 'Brunei Darussalam', 'Tuvalu']",3,8088.1355651571475,8088.1355651571475,0.0,0.0
"['Andorra', 'Bahrain', 'Honduras']",3,13594.966187015652,13594.966187015652,0.0,0.0
"['Burkina Faso', 'Chile', 'Israel']",3,15179.917505609048,15179.917505609048,0.0,0.0
"['Belgium', 'Kiribati', 'Micronesia']",3,9831.080268655,9831.080268655,0.0,0.0
"['Bhutan', 'Burundi', 'Fiji']",3,10395.454079001269,10395.454079001269,0.0,0.0
"['Belarus', 'Burkina Faso', 'Dominica']",3,14222.473178272034,14222.473178272034,0.0,0.0
"['Greece', 'Iceland', 'United Arab Emirates']",3,22734.20106297125,22734.20106297125,0.0,0.0
"['Afghanistan', 'Marshall Islands', 'Tajikistan']",3,13245.565775502768,13245.565775502768,0.0,0.0
"['Burundi', 'Moldova', 'Nauru']",3,11573.322944550528,11573.322944550528,0.0,0.0
"['Austria', 'Bulgaria', 'Gabon']",3,14187.32508553817,14187.32508553817,0.0,0.0
"['Azerbaijan', 'Chad', 'Latvia']",3,16888.6907835426,16888.6907835426,0.0,0.0
"['Albania', 'Guinea', 'Panama']",3,21878.431807803132,21878.43180780313,3.637978807091713e-12,1.6628151592630132e-16
"['Burundi', 'Lebanon', 'Maldives']",3,16256.57443866695,16256.57443866695,0.0,0.0
"['Antigua and Barbuda', 'Tanzania', 'United Arab Emirates']",3,6700.81952965264,6700.81952965264,0.0,0.0
"['Angola', 'Nicaragua', 'Paraguay']",3,16121.912905213672,16121.912905213672,0.0,0.0
"['Austria', 'Malta', 'Morocco']",3,15119.289954938698,15119.289954938698,0.0,0.0
"['Congo, Republic of the', 'United Arab Emirates', 'Zambia']",3,12932.176379790304,12932.176379790304,0.0,0.0
"['Belgium', 'Greece', 'United Arab Emirates']",3,25472.661814231687,25472.661814231687,0.0,0.0
"['Antigua and Barbuda', 'Gambia', 'Guyana']",3,15073.133980040304,15073.133980040304,0.0,0.0
"['Antigua and Barbuda', 'Guatemala', 'Tanzania']",3,12254.789180122792,12254.789180122792,0.0,0.0
"['Andorra', 'Belarus', 'Cyprus']",3,13460.005972585392,13460.005972585392,0.0,0.0
"['Angola', 'Netherlands', 'Singapore']",3,11287.185924950918,11287.185924950918,0.0,0.0
"['Burundi', 'Papua New Guinea', 'Somalia']",3,9727.641900534212,9727.641900534212,0.0,0.0
"['Andorra', 'Fiji', 'Guyana']",3,12734.518525041545,12734.518525041543,1.8189894035458565e-12,1.4283927578172196e-16
"['Andorra', 'Niger', 'Thailand']",3,9058.962389754735,9058.962389754735,0.0,0.0
"['Burundi', 'Chad', 'Pakistan']",3,12758.797194266623,12758.797194266625,-1.8189894035458565e-12,1.4256746743832945e-16
"['Bahamas', 'Belgium', 'Malawi']",3,19848.85746652127,19848.85746652127,0.0,0.0
"['Azerbaijan', 'Croatia', 'Malaysia']",3,20624.56466967397,20624.56466967397,0.0,0.0
"['Angola', 'Eritrea', 'Haiti']",3,8684.002168633708,8684.002168633708,0.0,0.0
"['Antigua and Barbuda', 'Costa Rica', 'Ethiopia']",3,16359.468086089222,16359.468086089222,0.0,0.0
"['Afghanistan', 'Bolivia', 'Pakistan']",3,14005.673276180105,14005.673276180103,1.8189894035458565e-12,1.2987518469672357e-16
"['Burundi', 'Marshall Islands', 'Rwanda']",3,11610.77006488944,11610.77006488944,0.0,0.0
"['Belgium', 'Egypt', 'Jordan']",3,23891.05800052841,23891.05800052841,0.0,0.0
"['Austria', 'Belarus', 'Congo, Democratic Republic of']",3,14985.592412624897,14985.592412624896,1.8189894035458565e-12,1.2138254888164543e-16
"['Albania', 'Belarus', 'Sao Tome and Principe']",3,17593.648604047034,17593.648604047034,0.0,0.0
"['Algeria', 'Antigua and Barbuda', 'Uruguay']",3,20863.01874127664,20863.01874127664,0.0,0.0
"['Azerbaijan', 'Monaco', 'Venezuela']",3,15739.214245585074,15739.214245585074,0.0,0.0
"['Angola', 'Benin', 'Djibouti']",3,7802.057615499187,7802.057615499187,0.0,0.0
"['Albania', 'Cyprus', 'Mauritania']",3,17811.59197669912,17811.59197669912,0.0,0.0
"['Benin', 'Macedonia', 'Panama']",3,16821.26170232221,16821.26170232221,0.0,0.0
"['Burkina Faso', 'Cambodia', 'Singapore']",3,12196.36896961817,12196.36896961817,0.0,0.0
"['Antigua and Barbuda', 'Dominican Republic', 'Zimbabwe']",3,17144.043274159085,17144.043274159085,0.0,0.0
"['Austria', 'Bangladesh', 'Solomon Islands']",3,11559.675908281768,11559.675908281768,0.0,0.0
"['Albania', 'Central African Republic', 'Gambia']",3,16699.758664249886,16699.758664249886,0.0,0.0
"['Afghanistan', 'Cambodia', 'Ecuador']",3,17483.891130818563,17483.891130818563,0.0,0.0
"['Armenia', 'Gabon', 'Nepal']",3,14968.8832682229,14968.8832682229,0.0,0.0
"['Angola', 'Switzerland', 'Trinidad and Tobago']",3,18938.091599043022,18938.091599043026,-3.637978807091713e-12,1.9209849039253492e-16
"['Benin', 'Czech Republic', 'Malawi']",3,19710.17873471396,19710.17873471396,0.0,0.0
"['Andorra', 'Moldova', 'Oman']",3,13313.8835285041,13313.8835285041,0.0,0.0
"['Benin', 'Hungary', 'Micronesia']",3,9488.532656915617,9488.532656915617,0.0,0.0
"['Bolivia', 'Burkina Faso', 'Tanzania']",3,12745.529020273665,12745.529020273663,1.8189894035458565e-12,1.427158810475801e-16
"['Armenia', 'Djibouti', 'Saint Vincent and the Grenadines']",3,17657.344662791176,17657.344662791176,0.0,0.0
"['Burundi', 'El Salvador', 'Greece']",3,16404.326464977035,16404.326464977035,0.0,0.0
"['Austria', 'Paraguay', 'Zambia']",3,11375.197691948792,11375.197691948792,0.0,0.0
"['Angola', 'Philippines', 'Swaziland']",3,11857.265485651806,11857.265485651806,0.0,0.0
"['Angola', 'Marshall Islands', 'Nauru']",3,4622.575239972464,4622.575239972464,0.0,0.0
"['Afghanistan', 'Marshall Islands', 'Sao Tome and Principe']",3,10608.409732047983,10608.409732047983,0.0,0.0
"['Armenia', 'Laos', 'Vanuatu']",3,7392.11681044296,7392.11681044296,0.0,0.0
"['Andorra', 'Congo, Republic of the', 'Turkmenistan']",3,11678.975274085014,11678.975274085014,0.0,0.0
"['Albania', 'Jamaica', 'Luxembourg']",3,15486.250587711242,15486.250587711242,0.0,0.0
"['Antigua and Barbuda', 'Libya', 'Marshall Islands']",3,11548.056540944877,11548.056540944875,1.8189894035458565e-12,1.5751476424595202e-16
"['Armenia', 'Kuwait', 'Libya']",3,14242.363176591429,14242.363176591429,0.0,0.0
"['Burundi', 'Guyana', 'Serbia']",3,14225.16388009589,14225.16388009589,0.0,0.0
"['Armenia', 'Bahamas', 'Kiribati']",3,15710.390885897468,15710.390885897468,0.0,0.0
"['Austria', 'Burundi', 'United Arab Emirates']",3,15838.293757033003,15838.293757033003,0.0,0.0
"['Eritrea', 'Peru', 'United Arab Emirates']",3,18161.275599406054,18161.275599406054,0.0,0.0
"['Antigua and Barbuda', 'Macedonia', 'Maldives']",3,10909.1861223149,10909.1861223149,0.0,0.0
"['Benin', 'Croatia', 'Gambia']",3,15220.084788331065,15220.084788331063,1.8189894035458565e-12,1.1951243562982245e-16
"['Angola', 'Bosnia and Herzegovina', 'Congo, Democratic Republic of']",3,12777.243653565969,12777.243653565967,1.8189894035458565e-12,1.423616433140648e-16
"['Bahamas', 'Burundi', 'Monaco']",3,14885.895327872353,14885.895327872351,1.8189894035458565e-12,1.2219549872421718e-16
"['Austria', 'Chad', 'Iran']",3,14971.371843436416,14971.371843436416,0.0,0.0
"['Belgium', 'Dominica', 'Luxembourg']",3,21219.18977302136,21219.18977302136,0.0,0.0
"['Antigua and Barbuda', 'Lesotho', 'Nicaragua']",3,19723.933974029904,19723.933974029904,0.0,0.0
"['Albania', 'Laos', 'Zambia']",3,17033.617641733254,17033.617641733254,0.0,0.0
"['Azerbaijan', 'Fiji', 'Singapore']",3,10762.982663972936,10762.982663972936,0.0,0.0
"['Burkina Faso', 'Jamaica', 'Liberia']",3,21837.104914123112,21837.104914123112,0.0,0.0
"['Angola', 'Laos', 'Timor-Leste']",3,7327.311595000705,7327.311595000705,0.0,0.0
"['Austria', 'Malawi', 'Montenegro']",3,11727.738030210056,11727.738030210056,0.0,0.0
"['Barbados', 'Belgium', 'Kazakhstan']",3,17666.214274992693,17666.214274992693,0.0,0.0
"['Azerbaijan', 'Ecuador', 'Jamaica']",3,18313.28680020413,18313.28680020413,0.0,0.0
"['Sierra Leone', 'United Arab Emirates', 'Viet Nam']",3,6294.809928871772,6294.809928871772,0.0,0.0
"['Algeria', 'Benin', 'New Zealand']",3,15423.610749912075,15423.610749912075,0.0,0.0
"['Burundi', 'Ethiopia', 'Hungary']",3,11550.937958190505,11550.937958190503,1.8189894035458565e-12,1.5747547170020533e-16
"['Albania', 'Bhutan', 'Cuba']",3,17725.56112383132,17725.56112383132,0.0,0.0
"['Burkina Faso', 'Vanuatu', 'Zambia']",3,9653.456395656745,9653.456395656744,1.8189894035458565e-12,1.884288206205863e-16
"['Belgium', 'Luxembourg', 'Samoa']",3,22628.97888623515,22628.97888623515,0.0,0.0
"['Albania', 'Qatar', 'Seychelles']",3,14603.167965573484,14603.167965573484,0.0,0.0
"['Armenia', 'Azerbaijan', 'Papua New Guinea']",3,11175.475354555228,11175.475354555228,0.0,0.0
"['Georgia', 'Mozambique', 'United Arab Emirates']",3,13776.690783533659,13776.69078353366,-1.8189894035458565e-12,1.3203384122694909e-16
"['Burundi', 'Nepal', 'Rwanda']",3,6161.910412882104,6161.910412882104,0.0,0.0
"['Burkina Faso', 'Malawi', 'Papua New Guinea']",3,13246.06200489284,13246.06200489284,0.0,0.0
"['Albania', 'Estonia', 'Malawi']",3,14035.701703913195,14035.701703913195,0.0,0.0
"['Angola', 'Iraq', 'Kazakhstan']",3,12758.021886030132,12758.021886030132,0.0,0.0
"['Andorra', 'Congo, Republic of the', 'Vanuatu']",3,7962.762576684696,7962.762576684696,0.0,0.0
"['Austria', 'Kiribati', 'Venezuela']",3,14920.56578457595,14920.56578457595,0.0,0.0
"['Burundi', 'Colombia', 'United Arab Emirates']",3,17110.3409190833,17110.3409190833,0.0,0.0
"['Austria', 'Iceland', 'Uruguay']",3,19703.313491763154,19703.313491763158,-3.637978807091713e-12,1.846379193333419e-16
"['Andorra', 'Guinea', 'Saint Lucia']",3,15352.344174031394,15352.344174031394,0.0,0.0
"['Angola', 'Gabon', 'Nepal']",3,10833.940455965572,10833.940455965572,0.0,0.0
"['Antigua and Barbuda', 'Myanmar', 'Nigeria']",3,6459.988310341668,6459.988310341668,0.0,0.0
"['Afghanistan', 'Croatia', 'Grenada']",3,14678.828738383687,14678.828738383689,-1.8189894035458565e-12,1.2391924696208074e-16
"['Afghanistan', 'Dominican Republic', 'Libya']",3,16357.690597500543,16357.690597500545,-1.8189894035458565e-12,1.112008686497468e-16
"['Armenia', 'Denmark', 'Malta']",3,19370.159483278963,19370.159483278963,0.0,0.0
"['Belgium', 'Hungary', 'Malaysia']",3,24103.278438885543,24103.278438885543,0.0,0.0
"['Afghanistan', 'Malaysia', 'Pakistan']",3,13839.685991426266,13839.685991426266,0.0,0.0
"['Armenia', 'Azerbaijan', 'Botswana']",3,10843.951304699634,10843.951304699634,0.0,0.0
"['Angola', 'Kuwait', 'Niger']",3,10105.585964952772,10105.585964952772,0.0,0.0
"['Belgium', 'Lebanon', 'Sudan']",3,18194.804749514453,18194.804749514453,0.0,0.0
"['Antigua and Barbuda', 'Ireland', 'Micronesia']",3,9838.080006023167,9838.080006023169,-1.8189894035458565e-12,1.8489272321756034e-16
"['Afghanistan', 'Mali', 'Syria']",3,10529.954596022606,10529.954596022606,0.0,0.0
"['Belgium', 'Bosnia and Herzegovina', 'Burundi']",3,15694.125770374723,15694.125770374723,0.0,0.0
"['Burundi', 'Cape Verde', 'Uzbekistan']",3,7788.581797637871,7788.581797637871,0.0,0.0
"['Austria', 'Honduras', 'Netherlands']",3,20553.654421765816,20553.654421765816,0.0,0.0
"['Albania', 'Antigua and Barbuda', 'Kiribati']",3,13443.811106293675,13443.811106293677,-1.8189894035458565e-12,1.3530310632632306e-16
"['Bangladesh', 'Belize', 'Congo, Democratic Republic of']",3,17954.89487987821,17954.89487987821,0.0,0.0
"['Andorra', 'El Salvador', 'Turkmenistan']",3,11933.69034799676,11933.69034799676,0.0,0.0
"['Angola', 'Bolivia', 'Hungary']",3,15356.130835469401,15356.1308354694,1.8189894035458565e-12,1.184536276120009e-16
"['Belize', 'Pakistan', 'United Arab Emirates']",3,14297.437928791398,14297.437928791398,0.0,0.0
"['Israel', 'Laos', 'United Arab Emirates']",3,11551.938815631995,11551.938815631996,-1.8189894035458565e-12,1.574618280599282e-16
"['Algeria', 'Belgium', 'South Sudan']",3,11806.583859193524,11806.583859193524,0.0,0.0
"['Armenia', 'Slovenia', 'Syria']",3,17719.835074025807,17719.835074025807,0.0,0.0
"['Burundi', 'Mongolia', 'Netherlands']",3,17743.50929127496,17743.50929127496,0.0,0.0
"['Angola', 'Liberia', 'Namibia']",3,7263.2002346217505,7263.2002346217505,0.0,0.0
"['Benin', 'Haiti', 'Singapore']",3,10257.771031002605,10257.771031002603,1.8189894035458565e-12,1.773279397686133e-16
"['Albania', 'Kuwait', 'Namibia']",3,12949.033317265972,12949.033317265972,0.0,0.0
"['Belgium', ""Korea, Democratic People's Republic"", 'Tuvalu']",3,14737.433963385436,14737.433963385436,0.0,0.0
"['Armenia', 'Burkina Faso', ""Korea, Democratic People's Republic""]",3,10217.120011737725,10217.120011737725,0.0,0.0
"['Afghanistan', 'Bahamas', 'Sao Tome and Principe']",3,17360.771690965783,17360.771690965783,0.0,0.0
"['Bangladesh', 'Burundi', 'Comoros']",3,11288.60923559577,11288.60923559577,0.0,0.0
"['Andorra', 'Bahamas', 'Saint Kitts and Nevis']",3,10592.935365992662,10592.935365992662,0.0,0.0
"['Belgium', 'Latvia', 'Swaziland']",3,21646.891074811057,21646.891074811057,0.0,0.0
"['Afghanistan', 'Mongolia', 'Philippines']",3,12515.53590563024,12515.53590563024,0.0,0.0
"['Albania', 'Saint Vincent and the Grenadines', 'Sierra Leone']",3,20946.657748719226,20946.657748719223,3.637978807091713e-12,1.7367824741940781e-16
"['Azerbaijan', 'Burkina Faso', 'Libya']",3,15489.614564690288,15489.614564690288,0.0,0.0
"['Austria', 'Rwanda', 'Uzbekistan']",3,7188.897907209536,7188.897907209536,0.0,0.0
"['Antigua and Barbuda', 'Kosovo', 'New Zealand']",3,569.3160863400898,569.3160863400898,0.0,0.0
"['Belgium', 'Sao Tome and Principe', 'Slovakia']",3,20011.94070776394,20011.94070776394,0.0,0.0
"['Nicaragua', 'Rwanda', 'United Arab Emirates']",3,18799.40846099268,18799.40846099268,0.0,0.0
"['Armenia', 'Bosnia and Herzegovina', 'Slovakia']",3,12424.817656396293,12424.817656396292,1.8189894035458565e-12,1.4639968600339508e-16
"['Benin', 'Kenya', 'Rwanda']",3,16288.899168975839,16288.89916897584,-1.8189894035458565e-12,1.1167049317920387e-16
"['Azerbaijan', 'Cameroon', 'Congo, Democratic Republic of']",3,18325.548661589994,18325.548661589997,-3.637978807091713e-12,1.9851950270481384e-16
"['Antigua and Barbuda', 'Ireland', 'Senegal']",3,16688.649893992744,16688.649893992744,0.0,0.0
"['Albania', 'Brunei Darussalam', 'Suriname']",3,15201.182684063057,15201.182684063057,0.0,0.0
"['Azerbaijan', 'Guinea-Bissau', 'Tonga']",3,15698.266570041196,15698.266570041196,0.0,0.0
"['Bulgaria', 'Burundi', 'El Salvador']",3,15154.778236009053,15154.778236009051,1.8189894035458565e-12,1.2002745109286928e-16
"['Antigua and Barbuda', 'Congo, Democratic Republic of', 'Sweden']",3,17672.905309592927,17672.905309592927,0.0,0.0
"['Armenia', 'Cameroon', 'Georgia']",3,12105.98001363733,12105.98001363733,0.0,0.0
"['Angola', 'Comoros', 'Singapore']",3,5691.3981917560495,5691.3981917560495,0.0,0.0
"['Angola', 'Botswana', 'Micronesia']",3,7960.807288966745,7960.807288966745,0.0,0.0
"['Angola', ""Korea, Democratic People's Republic"", 'Kosovo']",3,-98.49431387492154,-98.49431387492154,0.0,0.0
"['Burkina Faso', 'Senegal', 'Switzerland']",3,22874.79137143081,22874.79137143081,0.0,0.0
"['Albania', 'Greece', 'Liberia']",3,17699.587315147706,17699.587315147706,0.0,0.0
"['Armenia', 'Iceland', 'Serbia']",3,16231.382340197048,16231.382340197048,0.0,0.0
"['Burundi', ""Korea, Democratic People's Republic"", 'Peru']",3,10129.638624790134,10129.638624790134,0.0,0.0
"['Angola', 'Moldova', 'Oman']",3,10649.68204883423,10649.68204883423,0.0,0.0
"['Morocco', 'Oman', 'United Arab Emirates']",3,16694.43135013845,16694.43135013845,0.0,0.0
"['Burundi', ""Korea, Democratic People's Republic"", 'Seychelles']",3,10813.00131691863,10813.00131691863,0.0,0.0
"['Belgium', 'Georgia', 'Latvia']",3,24961.494247166727,24961.494247166727,0.0,0.0
"['Belgium', 'Lesotho', 'Monaco']",3,16803.514152863783,16803.514152863783,0.0,0.0
"['Angola', 'Central African Republic', 'Liberia']",3,11984.283694449276,11984.283694449276,0.0,0.0
"['Albania', 'Chile', 'Swaziland']",3,16763.24747654986,16763.24747654986,0.0,0.0
"['Bangladesh', 'Belize', 'Fiji']",3,13066.640382569458,13066.640382569458,0.0,0.0
"['Albania', 'Timor-Leste', 'United Arab Emirates']",3,13912.320887758633,13912.320887758631,1.8189894035458565e-12,1.3074665386322236e-16
"['Albania', 'Chad', 'Ukraine']",3,16111.2347472752,16111.2347472752,0.0,0.0
"['Burkina Faso', 'Cape Verde', 'Latvia']",3,19008.210151713072,19008.210151713072,0.0,0.0
"['Burundi', 'Guinea', 'Spain']",3,18632.374002575438,18632.37400257544,-3.637978807091713e-12,1.9525041771858255e-16
"['Belgium', 'Haiti', 'Malaysia']",3,15772.803793844763,15772.803793844763,0.0,0.0
"['Afghanistan', 'Equatorial Guinea', 'Portugal']",3,15097.418676460657,15097.418676460657,0.0,0.0
"['Belgium', 'Iceland', 'Tonga']",3,15600.999981134377,15600.999981134377,0.0,0.0
"['Burundi', 'Eritrea', 'Nigeria']",3,11161.096275208225,11161.096275208223,1.8189894035458565e-12,1.629758725033416e-16
"['Albania', 'Cape Verde', 'Palau']",3,13721.658868228651,13721.658868228653,-1.8189894035458565e-12,1.3256337451717104e-16
"['Burkina Faso', 'Timor-Leste', 'Zimbabwe']",3,3752.2901449079072,3752.2901449079072,0.0,0.0
"['Andorra', 'Antigua and Barbuda', 'Tajikistan']",3,12064.463253238608,12064.463253238608,0.0,0.0
"['Andorra', 'El Salvador', 'Oman']",3,14255.26146157199,14255.26146157199,0.0,0.0
"['Azerbaijan', 'Kenya', 'Switzerland']",3,21309.355160812298,21309.355160812294,3.637978807091713e-12,1.7072214431818764e-16
"['Bangladesh', 'Burkina Faso', 'Sao Tome and Principe']",3,12734.383705443895,12734.383705443895,0.0,0.0
"['Azerbaijan', 'Libya', 'Lithuania']",3,16661.475758491055,16661.475758491055,0.0,0.0
"['Congo, Republic of the', 'Cuba', 'United Arab Emirates']",3,13982.078546490486,13982.078546490486,0.0,0.0
"['Afghanistan', 'Belize', 'Nepal']",3,11526.91173907662,11526.91173907662,0.0,0.0
"['Austria', 'Guyana', 'Uzbekistan']",3,10571.653825236142,10571.653825236142,0.0,0.0
"['Burkina Faso', 'Netherlands', 'Tonga']",3,19540.438641776465,19540.438641776465,0.0,0.0
"['Ethiopia', 'Suriname', 'United Arab Emirates']",3,17353.775492582696,17353.775492582696,0.0,0.0
"['Belize', 'Burundi', 'Eritrea']",3,10604.52361822304,10604.52361822304,0.0,0.0
"['Iceland', 'Timor-Leste', 'United Arab Emirates']",3,13527.569099655528,13527.569099655528,0.0,0.0
"['Benin', 'Haiti', 'Myanmar']",3,9727.030292804357,9727.030292804357,0.0,0.0
"['Belgium', 'Guatemala', 'Sao Tome and Principe']",3,18477.940501917426,18477.940501917423,3.637978807091713e-12,1.968822665444889e-16
"['Angola', 'Dominica', 'Solomon Islands']",3,10763.181995013,10763.181995013,0.0,0.0
"['Azerbaijan', 'Estonia', 'Marshall Islands']",3,19474.8446057193,19474.8446057193,0.0,0.0
"['Barbados', 'Qatar', 'United Arab Emirates']",3,15481.758890240551,15481.758890240551,0.0,0.0
"['Antigua and Barbuda', 'Ecuador', 'South Sudan']",3,11293.223917636938,11293.223917636938,0.0,0.0
"['Afghanistan', 'Gabon', 'Kyrgyzstan']",3,15572.863200977172,15572.863200977172,0.0,0.0
"['Belgium', 'El Salvador', 'Kazakhstan']",3,15820.241899801033,15820.241899801033,0.0,0.0
"['Armenia', 'Kazakhstan', 'Samoa']",3,11495.402045287216,11495.402045287216,0.0,0.0
"['Andorra', 'Ireland', 'Palau']",3,15309.715350344966,15309.715350344966,0.0,0.0
"['Georgia', 'Nauru', 'United Arab Emirates']",3,9138.867370838727,9138.867370838729,-1.8189894035458565e-12,1.9903882283597652e-16
"['Armenia', 'Kyrgyzstan', 'Liberia']",3,11895.716747583303,11895.716747583305,-1.8189894035458565e-12,1.5291129085730762e-16
"['Austria', ""Cote d'Ivoire"", 'Mauritius']",3,14812.367700470568,14812.367700470568,0.0,0.0
"['Belgium', 'Mauritania', 'Paraguay']",3,20275.655957817184,20275.655957817184,0.0,0.0
"['Angola', 'Cambodia', 'Ghana']",3,6574.636969064028,6574.636969064028,0.0,0.0
"['Burkina Faso', 'Malawi', 'Marshall Islands']",3,11306.37454697478,11306.37454697478,0.0,0.0
"['Armenia', 'Bahamas', 'Malaysia']",3,16771.635204307888,16771.635204307888,0.0,0.0
"['Azerbaijan', 'Central African Republic', 'Namibia']",3,15118.350978482951,15118.350978482951,0.0,0.0
"['Burkina Faso', 'Iran', 'Suriname']",3,16746.729544516413,16746.729544516413,0.0,0.0
"['Malta', 'United Arab Emirates', 'Uzbekistan']",3,11632.421373226241,11632.42137322624,1.8189894035458565e-12,1.5637237899002977e-16
"['Armenia', 'Kiribati', 'Tunisia']",3,15673.58474646953,15673.58474646953,0.0,0.0
"['Benin', 'Equatorial Guinea', 'Uzbekistan']",3,7941.767557597881,7941.767557597881,0.0,0.0
"['Belgium', 'Tonga', 'Viet Nam']",3,13481.1621488668,13481.1621488668,0.0,0.0
"['Algeria', 'Armenia', 'Somalia']",3,13370.302123330684,13370.302123330684,0.0,0.0
"['Benin', ""Cote d'Ivoire"", 'Denmark']",3,18628.03607208551,18628.03607208551,0.0,0.0
"['Afghanistan', 'Honduras', 'Seychelles']",3,19580.112709554425,19580.112709554425,0.0,0.0
"['Burundi', 'Latvia', 'Liechtenstein']",3,9703.913015236232,9703.913015236232,0.0,0.0
"['Belgium', 'Cuba', 'Sudan']",3,19640.47691603061,19640.47691603061,0.0,0.0
"['Afghanistan', 'Paraguay', 'Trinidad and Tobago']",3,12431.274524627703,12431.274524627705,-1.8189894035458565e-12,1.4632364524990908e-16
"['Angola', 'Malawi', 'Nauru']",3,7752.143788561246,7752.143788561246,0.0,0.0
"['Burundi', 'Netherlands', 'Saint Vincent and the Grenadines']",3,17287.287408026594,17287.287408026594,0.0,0.0
"['Antigua and Barbuda', 'Laos', 'Suriname']",3,12388.097018031,12388.097018031,0.0,0.0
"['Angola', 'Grenada', 'Thailand']",3,10314.633925012124,10314.633925012124,0.0,0.0
"['Andorra', 'Pakistan', 'Tonga']",3,9751.216665200564,9751.216665200564,0.0,0.0
"['Azerbaijan', 'Lithuania', 'Slovenia']",3,16087.926032620286,16087.926032620286,0.0,0.0
"['Belgium', 'Cuba', 'Malta']",3,19835.6084219187,19835.6084219187,0.0,0.0
"['Armenia', 'Chad', 'Latvia']",3,16738.837814161467,16738.837814161467,0.0,0.0
"['Benin', 'Congo, Republic of the', 'Papua New Guinea']",3,8017.240470547448,8017.240470547448,0.0,0.0
"['Austria', 'Dominican Republic', 'Greece']",3,14328.68338149945,14328.68338149945,0.0,0.0
"['Belgium', 'Kuwait', 'Solomon Islands']",3,11360.246263552302,11360.246263552302,0.0,0.0
"['Angola', 'Egypt', 'Swaziland']",3,16522.932382118994,16522.932382118994,0.0,0.0
"['Belgium', 'Cameroon', 'Guyana']",3,21663.335722424956,21663.33572242496,-3.637978807091713e-12,1.6793253143032043e-16
"['Benin', 'Comoros', 'Iran']",3,6888.427915532004,6888.427915532004,0.0,0.0
"['Armenia', 'Bahamas', 'Guinea-Bissau']",3,14868.574880693333,14868.574880693332,1.8189894035458565e-12,1.2233784462475906e-16
"['Latvia', 'Nigeria', 'United Arab Emirates']",3,15698.683759718024,15698.683759718024,0.0,0.0
"['Antigua and Barbuda', 'Djibouti', 'Lithuania']",3,14408.23383660741,14408.23383660741,0.0,0.0
"['Armenia', 'Iceland', 'Iraq']",3,14110.233919331915,14110.233919331917,-1.8189894035458565e-12,1.2891277451139383e-16
"['Albania', 'Equatorial Guinea', 'Thailand']",3,10692.346714587808,10692.346714587808,0.0,0.0
"['Afghanistan', 'Cape Verde', 'Togo']",3,13838.300578142167,13838.300578142169,-1.8189894035458565e-12,1.3144601053246242e-16
"['Azerbaijan', 'Malta', 'Uganda']",3,14370.246769428273,14370.246769428271,1.8189894035458565e-12,1.2658024825402674e-16
"['Burkina Faso', 'Uganda', 'Zimbabwe']",3,6577.018140131788,6577.018140131788,0.0,0.0
"['Azerbaijan', 'Madagascar', 'Montenegro']",3,17414.247233531136,17414.247233531136,0.0,0.0
"['Armenia', 'Saint Vincent and the Grenadines', 'Sudan']",3,15542.922234035246,15542.922234035246,0.0,0.0
"['Armenia', 'New Zealand', 'Seychelles']",3,11538.576081602858,11538.576081602858,0.0,0.0
"['Belgium', 'Ecuador', 'Tanzania']",3,19731.21780783233,19731.21780783233,0.0,0.0
"['Andorra', 'Nauru', 'Samoa']",3,7985.356703164546,7985.356703164546,0.0,0.0
"['Andorra', 'Bolivia', 'Tanzania']",3,8820.289063019,8820.289063019,0.0,0.0
"['Belgium', 'Eritrea', 'Iraq']",3,11441.009572735727,11441.009572735727,0.0,0.0
"['Albania', 'Botswana', 'Eritrea']",3,10595.945575409687,10595.945575409689,-1.8189894035458565e-12,1.716684358748724e-16
"['Armenia', 'Gambia', 'Slovakia']",3,16642.157736680452,16642.157736680452,0.0,0.0
"['Angola', 'Burundi', 'Croatia']",3,15684.942880067283,15684.942880067283,0.0,0.0
"['Benin', 'Egypt', 'Tajikistan']",3,17469.68499964114,17469.68499964114,0.0,0.0
"['Benin', 'Guatemala', 'Libya']",3,19531.340526271975,19531.34052627197,3.637978807091713e-12,1.8626365160129177e-16
"['Burkina Faso', 'Pakistan', 'San Marino']",3,8793.475915375368,8793.475915375368,0.0,0.0
"['Azerbaijan', 'Latvia', 'Viet Nam']",3,18516.632697833404,18516.632697833404,0.0,0.0
"['Azerbaijan', 'Cameroon', 'Laos']",3,11011.096673577591,11011.096673577593,-1.8189894035458565e-12,1.6519602519799258e-16
"['Burkina Faso', 'Lithuania', 'Rwanda']",3,12939.530242954223,12939.530242954224,-1.8189894035458565e-12,1.4057615457379717e-16
