Coalition,Size,RecomputedScore,ReferenceScore,ScoreError,RelError
"['Djibouti', 'Eritrea']",2,8343.461677657044,8343.461677657044,0.0,0.0
"['Nicaragua', 'Turkmenistan']",2,5378.671881875691,5378.671881875691,0.0,0.0
"['Austria', 'Cuba']",2,8097.005625050052,8097.005625050052,0.0,0.0
"['Netherlands', 'Uganda']",2,6714.195997501793,6714.195997501793,0.0,0.0
"['Austria', 'Belgium']",2,11904.25387242978,11904.25387242978,0.0,0.0
"['Cambodia', 'Netherlands']",2,8708.918822090214,8708.918822090214,0.0,0.0
"['Mauritius', 'Namibia']",2,6099.574028104283,6099.574028104283,0.0,0.0
"['Lebanon', 'Sierra Leone']",2,8105.491307167097,8105.491307167097,0.0,0.0
"['Ethiopia', 'Kiribati']",2,7563.377033762015,7563.377033762015,0.0,0.0
"['Nepal', 'Niger']",2,3816.0489858535434,3816.048985853544,-4.547473508864641e-13,1.1916706325633021e-16
"['El Salvador', 'Myanmar']",2,7283.136103355477,7283.136103355477,0.0,0.0
"['Austria', 'Kuwait']",2,6889.857549896834,6889.857549896834,0.0,0.0
"['El Salvador', 'Togo']",2,9322.60296062953,9322.60296062953,0.0,0.0
"['Liechtenstein', 'Micronesia']",2,3750.4137632514303,3750.4137632514303,0.0,0.0
"['Equatorial Guinea', 'Samoa']",2,2993.376900349148,2993.376900349148,0.0,0.0
"['Barbados', 'Bhutan']",2,6565.379556134779,6565.379556134779,0.0,0.0
"['Uruguay', 'Uzbekistan']",2,4327.400000000001,4327.400000000001,0.0,0.0
"['Dominican Republic', 'Yemen']",2,8779.614571907467,8779.614571907467,0.0,0.0
"['Kiribati', 'Tajikistan']",2,5377.56637756907,5377.56637756907,0.0,0.0
"['Cameroon', 'Guatemala']",2,9111.919617749249,9111.919617749249,0.0,0.0
"['Armenia', 'Denmark']",2,8066.165122874296,8066.165122874296,0.0,0.0
"['Brunei Darussalam', 'Liberia']",2,3673.6153585161287,3673.6153585161287,0.0,0.0
"['Kosovo', 'Trinidad and Tobago']",2,-4130.0,-4130.0,0.0,0.0
"['Kuwait', 'Saint Lucia']",2,8966.529119227012,8966.529119227012,0.0,0.0
"['Chile', 'Timor-Leste']",2,4276.829102245183,4276.829102245183,0.0,0.0
"['Israel', 'Uganda']",2,5235.498895577992,5235.498895577992,0.0,0.0
"['Greece', 'Guinea-Bissau']",2,8259.667462998206,8259.667462998206,0.0,0.0
"['Cambodia', 'Panama']",2,9165.224128919774,9165.224128919774,0.0,0.0
"['Iceland', 'South Sudan']",2,3734.2309114461596,3734.23091144616,-4.547473508864641e-13,1.217780479221499e-16
"['United Arab Emirates', 'Uzbekistan']",2,4156.850370172111,4156.850370172111,0.0,0.0
"['Marshall Islands', 'Saint Lucia']",2,9357.151960121455,9357.151960121457,-1.8189894035458565e-12,1.9439562500406859e-16
"['Seychelles', 'Uzbekistan']",2,3823.4886089613437,3823.488608961344,-4.547473508864641e-13,1.1893519175672312e-16
"['Cameroon', 'Jordan']",2,4651.463005725754,4651.463005725754,0.0,0.0
"['Rwanda', 'Sierra Leone']",2,7375.853267525273,7375.853267525273,0.0,0.0
"['Bulgaria', 'Oman']",2,8779.388548035844,8779.388548035844,0.0,0.0
"['Marshall Islands', 'Senegal']",2,4393.0,4393.0,0.0,0.0
"['Antigua and Barbuda', 'Djibouti']",2,5507.074130327565,5507.074130327565,0.0,0.0
"['Pakistan', 'Saint Kitts and Nevis']",2,9465.264609028054,9465.264609028054,0.0,0.0
"['Azerbaijan', 'Czech Republic']",2,8604.286256035793,8604.286256035793,0.0,0.0
"['Slovenia', 'Sri Lanka']",2,9081.585638095508,9081.585638095508,0.0,0.0
"['Liechtenstein', 'Pakistan']",2,5811.785586210767,5811.785586210767,0.0,0.0
"['Czech Republic', 'Tunisia']",2,8839.27874192342,8839.27874192342,0.0,0.0
"['Malta', 'Marshall Islands']",2,7744.016460887853,7744.016460887853,0.0,0.0
"['Israel', 'Namibia']",2,7619.650018459874,7619.650018459874,0.0,0.0
"['Maldives', 'Togo']",2,4624.96696941569,4624.96696941569,0.0,0.0
"[""Cote d'Ivoire"", 'Liberia']",2,6790.487747546516,6790.487747546516,0.0,0.0
"['Switzerland', 'Tonga']",2,9488.73843381541,9488.73843381541,0.0,0.0
"['Czech Republic', 'Serbia']",2,6009.886010059443,6009.886010059443,0.0,0.0
"['Oman', 'Pakistan']",2,5654.662659022198,5654.662659022198,0.0,0.0
"['Ghana', 'Yemen']",2,4818.146324054509,4818.146324054509,0.0,0.0
"['Austria', 'Senegal']",2,8340.901382072409,8340.901382072409,0.0,0.0
"['Kosovo', 'Paraguay']",2,-1466.0,-1466.0,0.0,0.0
"['Botswana', 'Zambia']",2,5198.307863711607,5198.307863711607,0.0,0.0
"['Dominican Republic', 'Mongolia']",2,9316.760703162874,9316.760703162874,0.0,0.0
"['Colombia', 'Ukraine']",2,6428.558607296185,6428.558607296185,0.0,0.0
"['Niger', 'Saint Kitts and Nevis']",2,7909.91052063451,7909.91052063451,0.0,0.0
"['Albania', 'Venezuela']",2,8961.17901961582,8961.17901961582,0.0,0.0
"['Cape Verde', 'Poland']",2,8491.066365132116,8491.066365132116,0.0,0.0
"['Congo, Democratic Republic of', 'Seychelles']",2,8553.9059232481,8553.9059232481,0.0,0.0
"['Pakistan', 'Tunisia']",2,11552.82679762158,11552.82679762158,0.0,0.0
"['Myanmar', 'Saint Lucia']",2,8209.910170267456,8209.910170267456,0.0,0.0
"['Yemen', 'Zimbabwe']",2,6297.580665269556,6297.580665269556,0.0,0.0
"['Cuba', 'Samoa']",2,9275.651205643866,9275.651205643866,0.0,0.0
"['Bulgaria', 'Greece']",2,7137.169585586768,7137.169585586768,0.0,0.0
"['Georgia', 'Spain']",2,9744.705097206228,9744.705097206228,0.0,0.0
"['Cape Verde', 'Fiji']",2,3898.4786139647535,3898.4786139647535,0.0,0.0
"['Croatia', 'Seychelles']",2,8910.77253683536,8910.77253683536,0.0,0.0
"['Croatia', 'San Marino']",2,5477.67262184522,5477.67262184522,0.0,0.0
"['Bahrain', 'Cuba']",2,9442.098209327978,9442.098209327978,0.0,0.0
"['Sierra Leone', 'Swaziland']",2,8154.170024893508,8154.170024893508,0.0,0.0
"['Egypt', 'Saint Lucia']",2,9837.241430626687,9837.241430626687,0.0,0.0
"['Kyrgyzstan', 'Timor-Leste']",2,3310.061436153582,3310.061436153582,0.0,0.0
"['Congo, Democratic Republic of', 'Ireland']",2,8040.4310872186,8040.4310872186,0.0,0.0
"['Cape Verde', 'Grenada']",2,9054.387096774204,9054.387096774204,0.0,0.0
"['Finland', 'United Arab Emirates']",2,10019.474430185595,10019.474430185595,0.0,0.0
"['South Sudan', 'Sudan']",2,2274.7307532980703,2274.7307532980703,0.0,0.0
"['Iceland', 'Sierra Leone']",2,9380.581755308533,9380.581755308533,0.0,0.0
"['Slovenia', 'Ukraine']",2,9930.575413626055,9930.575413626057,-1.8189894035458565e-12,1.8317059463140104e-16
"['Netherlands', 'Paraguay']",2,6925.053410597588,6925.053410597588,0.0,0.0
"['Kenya', 'Poland']",2,10228.93175102899,10228.93175102899,0.0,0.0
"['Bosnia and Herzegovina', 'Philippines']",2,6220.178000904346,6220.178000904346,0.0,0.0
"['Ethiopia', 'Guinea']",2,8405.43057540152,8405.43057540152,0.0,0.0
"['Costa Rica', 'Egypt']",2,7483.570018193844,7483.570018193844,0.0,0.0
"['Saint Kitts and Nevis', 'Swaziland']",2,8260.523726262327,8260.523726262327,0.0,0.0
"['Kiribati', 'United Arab Emirates']",2,3840.679778540555,3840.679778540555,0.0,0.0
"['Mongolia', 'Saint Vincent and the Grenadines']",2,9532.670489777074,9532.670489777074,0.0,0.0
"['Haiti', 'Viet Nam']",2,4810.8297967537055,4810.8297967537055,0.0,0.0
"['Egypt', 'Madagascar']",2,9000.035232254282,9000.035232254282,0.0,0.0
"['Serbia', 'Sweden']",2,11203.212342690707,11203.212342690707,0.0,0.0
"['Georgia', 'Niger']",2,6384.764014731443,6384.764014731443,0.0,0.0
"[""Korea, Democratic People's Republic"", 'Rwanda']",2,3459.533195399336,3459.533195399336,0.0,0.0
"['Malaysia', 'Panama']",2,9990.815189530394,9990.815189530394,0.0,0.0
"['Ireland', 'Somalia']",2,6800.323628662492,6800.323628662492,0.0,0.0
"['Kyrgyzstan', 'Suriname']",2,6045.291574624186,6045.291574624186,0.0,0.0
"['Finland', 'Gabon']",2,8996.5025010324,8996.5025010324,0.0,0.0
"['Bosnia and Herzegovina', 'Uganda']",2,5736.5149304083625,5736.5149304083625,0.0,0.0
"['Bolivia', 'Namibia']",2,7910.282736601327,7910.282736601327,0.0,0.0
"['Albania', 'Hungary']",2,6215.531267518488,6215.531267518488,0.0,0.0
"['Luxembourg', 'Micronesia']",2,4147.298951970414,4147.298951970414,0.0,0.0
"['Armenia', 'Cambodia']",2,6572.58871359119,6572.58871359119,0.0,0.0
"['Belgium', 'Burundi']",2,7236.91081574444,7236.91081574444,0.0,0.0
"['Greece', 'Ukraine']",2,9571.385717545283,9571.385717545283,0.0,0.0
"['Iraq', 'Samoa']",2,7392.347538015717,7392.347538015717,0.0,0.0
"['Barbados', 'Haiti']",2,6556.607905250123,6556.607905250123,0.0,0.0
"['Czech Republic', 'Solomon Islands']",2,6445.346740203886,6445.346740203886,0.0,0.0
"['Lebanon', 'New Zealand']",2,8739.21848642735,8739.21848642735,0.0,0.0
"['Ghana', 'Myanmar']",2,4150.5042722885755,4150.504272288576,-9.094947017729282e-13,2.1912872318799836e-16
"['Luxembourg', 'Timor-Leste']",2,3867.6639839232785,3867.6639839232794,-9.094947017729282e-13,2.3515349460382937e-16
"['Ecuador', 'Libya']",2,7194.638270922808,7194.638270922808,0.0,0.0
"['Costa Rica', 'Croatia']",2,6536.002318685265,6536.002318685265,0.0,0.0
"['Macedonia', 'Ukraine']",2,7941.7936291986725,7941.793629198672,9.094947017729282e-13,1.1452006237345357e-16
"['Albania', 'Algeria']",2,11535.040892647996,11535.040892647996,0.0,0.0
"['Gabon', 'Guatemala']",2,8898.86418841604,8898.86418841604,0.0,0.0
"['Burkina Faso', 'Swaziland']",2,5668.606382836033,5668.606382836033,0.0,0.0
"['Algeria', 'Denmark']",2,9584.657421017235,9584.657421017237,-1.8189894035458565e-12,1.8978136866500583e-16
"['Norway', 'Venezuela']",2,9600.375114622531,9600.375114622531,0.0,0.0
"['Finland', 'Venezuela']",2,8918.575821057884,8918.575821057884,0.0,0.0
"['Chile', 'Ireland']",2,10133.072078389549,10133.072078389549,0.0,0.0
"['Solomon Islands', 'Zimbabwe']",2,5256.754794332907,5256.754794332907,0.0,0.0
"['Liberia', 'Rwanda']",2,8770.054839979246,8770.054839979246,0.0,0.0
"[""Korea, Democratic People's Republic"", 'Syria']",2,7333.456335056606,7333.456335056606,0.0,0.0
"['Malawi', 'Tuvalu']",2,4883.618223256681,4883.618223256681,0.0,0.0
"['Marshall Islands', 'Yemen']",2,4032.8656753672763,4032.865675367276,4.547473508864641e-13,1.1276035144538997e-16
"['Burundi', 'Nigeria']",2,7933.824367542302,7933.824367542302,0.0,0.0
"['Moldova', 'Monaco']",2,6962.862647717558,6962.862647717558,0.0,0.0
"['Botswana', 'Thailand']",2,7837.617679201591,7837.617679201591,0.0,0.0
"['Cape Verde', 'Tajikistan']",2,6478.022478025721,6478.022478025721,0.0,0.0
"['Sudan', 'Syria']",2,7621.407778388162,7621.407778388162,0.0,0.0
"['Malaysia', 'Norway']",2,10653.260064412205,10653.260064412205,0.0,0.0
"['Equatorial Guinea', 'Suriname']",2,7422.559398269129,7422.559398269129,0.0,0.0
"['Iran', 'Malawi']",2,7656.255262600512,7656.255262600512,0.0,0.0
"['Afghanistan', 'Mali']",2,4146.337653667866,4146.337653667866,0.0,0.0
"['Armenia', 'Kenya']",2,6929.020943397597,6929.020943397597,0.0,0.0
"['Moldova', 'Tonga']",2,6881.028397961322,6881.028397961322,0.0,0.0
"['Cape Verde', 'Equatorial Guinea']",2,4143.58755848585,4143.58755848585,0.0,0.0
"['Central African Republic', 'Saint Lucia']",2,8192.245938539536,8192.245938539536,0.0,0.0
"['Greece', 'Uruguay']",2,11084.737046544886,11084.737046544886,0.0,0.0
"['Nicaragua', 'Saint Kitts and Nevis']",2,4984.606482800032,4984.606482800032,0.0,0.0
"['Central African Republic', 'Malta']",2,5995.427451980518,5995.427451980518,0.0,0.0
"['Angola', 'New Zealand']",2,3810.7682476958726,3810.768247695873,-4.547473508864641e-13,1.19332197952846e-16
"['Denmark', 'Greece']",2,15433.553912768308,15433.553912768308,0.0,0.0
"['Botswana', 'Iceland']",2,6027.428571428575,6027.428571428575,0.0,0.0
"['Israel', 'Sao Tome and Principe']",2,6575.255754363789,6575.255754363789,0.0,0.0
"['Comoros', 'Namibia']",2,4801.215514381805,4801.215514381805,0.0,0.0
"['Nepal', 'Viet Nam']",2,6375.968723783596,6375.968723783596,0.0,0.0
"['Oman', 'Trinidad and Tobago']",2,10332.395398608916,10332.395398608916,0.0,0.0
"['Botswana', 'Singapore']",2,6867.34542599977,6867.34542599977,0.0,0.0
"['Grenada', 'Tanzania']",2,7323.703774860375,7323.703774860375,0.0,0.0
"['Iceland', 'Monaco']",2,9475.895368629544,9475.895368629544,0.0,0.0
"['Ecuador', 'Micronesia']",2,3890.492560437804,3890.492560437804,0.0,0.0
"['New Zealand', 'Philippines']",2,5701.249194551874,5701.249194551874,0.0,0.0
"['Afghanistan', 'Myanmar']",2,7236.260838193115,7236.260838193115,0.0,0.0
"['Denmark', 'Jamaica']",2,10709.864674112026,10709.864674112026,0.0,0.0
"['Estonia', 'Jamaica']",2,10534.537519107718,10534.537519107718,0.0,0.0
"['Bahrain', 'Dominican Republic']",2,10431.239236063944,10431.239236063944,0.0,0.0
"['Moldova', 'Spain']",2,9678.975914323646,9678.975914323646,0.0,0.0
"['Cyprus', 'Gabon']",2,9257.785867267568,9257.785867267568,0.0,0.0
"['Croatia', 'Kuwait']",2,7802.036924355972,7802.036924355972,0.0,0.0
"['Laos', 'Mongolia']",2,4485.278096314881,4485.278096314881,0.0,0.0
"['Honduras', 'Kosovo']",2,-3507.0,-3507.0,0.0,0.0
"['Kazakhstan', 'Syria']",2,5622.339943481859,5622.339943481859,0.0,0.0
"['Greece', 'Peru']",2,9949.438828514727,9949.438828514729,-1.8189894035458565e-12,1.8282331646009008e-16
"['Guinea', 'Peru']",2,9188.76657475211,9188.76657475211,0.0,0.0
"['Fiji', 'United Arab Emirates']",2,4901.253227270756,4901.253227270756,0.0,0.0
"['Nauru', 'Samoa']",2,3886.035572522996,3886.035572522996,0.0,0.0
"['Angola', 'Netherlands']",2,6939.9116625961,6939.9116625961,0.0,0.0
"['Egypt', 'Israel']",2,4955.986205108111,4955.986205108111,0.0,0.0
"['Algeria', 'Cuba']",2,9571.269021957884,9571.269021957884,0.0,0.0
"['Colombia', 'Greece']",2,10291.95229222433,10291.95229222433,0.0,0.0
"['Cameroon', 'Slovakia']",2,8203.350669877173,8203.350669877173,0.0,0.0
"['Antigua and Barbuda', 'Malta']",2,9129.912741459619,9129.91274145962,-1.8189894035458565e-12,1.9923404035239992e-16
"['Tanzania', 'Viet Nam']",2,3305.5192621168644,3305.5192621168644,0.0,0.0
"['Belarus', 'Mali']",2,6420.023190560338,6420.023190560338,0.0,0.0
"['Barbados', 'Namibia']",2,9952.466064556938,9952.466064556938,0.0,0.0
"['Belgium', 'Panama']",2,10183.182861840125,10183.182861840123,1.8189894035458565e-12,1.7862680344887384e-16
"['Nauru', 'Saint Vincent and the Grenadines']",2,5213.535513834794,5213.535513834794,0.0,0.0
"['Bangladesh', 'Zimbabwe']",2,6787.694833582766,6787.694833582766,0.0,0.0
"['Comoros', 'Peru']",2,8284.972419990308,8284.972419990308,0.0,0.0
"['Comoros', 'Iraq']",2,7278.7500000000055,7278.750000000005,9.094947017729282e-13,1.2495204558103076e-16
"['Portugal', 'Trinidad and Tobago']",2,10201.397253196212,10201.397253196212,0.0,0.0
"[""Cote d'Ivoire"", 'Zimbabwe']",2,8703.463835536835,8703.463835536835,0.0,0.0
"['Equatorial Guinea', 'Switzerland']",2,6206.747622995115,6206.747622995115,0.0,0.0
"['Antigua and Barbuda', 'Macedonia']",2,5744.635334114017,5744.635334114017,0.0,0.0
"['Bahamas', 'Comoros']",2,9305.339367306322,9305.339367306322,0.0,0.0
"['New Zealand', 'Serbia']",2,7428.173180947917,7428.173180947917,0.0,0.0
"['Saint Kitts and Nevis', 'Tajikistan']",2,5663.401170012593,5663.401170012593,0.0,0.0
"['Grenada', 'Israel']",2,7496.912210670283,7496.912210670283,0.0,0.0
"['Honduras', 'Kyrgyzstan']",2,6872.722222222221,6872.722222222221,0.0,0.0
"['Finland', 'Nepal']",2,6490.761904761906,6490.761904761906,0.0,0.0
"['Kiribati', 'Sao Tome and Principe']",2,3869.739916408487,3869.739916408487,0.0,0.0
"['Libya', 'Macedonia']",2,5434.498546235033,5434.498546235033,0.0,0.0
"['Benin', 'Mauritania']",2,6982.760139436619,6982.760139436619,0.0,0.0
"['Belgium', 'Micronesia', 'Tuvalu']",3,8508.147046389386,8508.147046389386,0.0,0.0
"['Antigua and Barbuda', 'Austria', 'Greece']",3,14521.81624641334,14521.81624641334,0.0,0.0
"['Antigua and Barbuda', 'Kosovo', 'Lebanon']",3,148.32895276360284,148.32895276360284,0.0,0.0
"['Angola', 'Colombia', 'Liberia']",3,12311.537560981003,12311.537560981003,0.0,0.0
"['Armenia', 'Ireland', 'Samoa']",3,17961.411394344897,17961.411394344897,0.0,0.0
"['Austria', 'Uzbekistan', 'Venezuela']",3,10850.603549181742,10850.603549181742,0.0,0.0
"['Burkina Faso', 'Cuba', 'Vanuatu']",3,14560.5058871391,14560.5058871391,0.0,0.0
"['Austria', 'Honduras', 'Somalia']",3,14362.138351961941,14362.13835196194,1.8189894035458565e-12,1.26651711532731e-16
"['Antigua and Barbuda', 'Czech Republic', 'Suriname']",3,17621.830192496906,17621.830192496906,0.0,0.0
"['Burkina Faso', 'Qatar', 'Tunisia']",3,20627.39211062734,20627.39211062734,0.0,0.0
"['Afghanistan', 'Burkina Faso', 'Gabon']",3,12694.53548500733,12694.53548500733,0.0,0.0
"['Andorra', 'Czech Republic', 'Haiti']",3,7555.027983714977,7555.027983714977,0.0,0.0
"['Antigua and Barbuda', 'Tunisia', 'United Arab Emirates']",3,15275.35651421039,15275.35651421039,0.0,0.0
"['Andorra', 'Iraq', 'Singapore']",3,7739.625201195195,7739.625201195195,0.0,0.0
"['Angola', 'Ghana', 'South Sudan']",3,8219.51459552736,8219.51459552736,0.0,0.0
"['Andorra', 'Costa Rica', 'Romania']",3,13259.325361837624,13259.325361837624,0.0,0.0
"['Armenia', 'Jordan', 'Philippines']",3,11732.373661113379,11732.37366111338,-1.8189894035458565e-12,1.5504018675903963e-16
"['Andorra', 'Sudan', 'Yemen']",3,8744.098104527571,8744.098104527571,0.0,0.0
"['Bhutan', 'Burundi', 'Mauritius']",3,11769.756610332339,11769.75661033234,-1.8189894035458565e-12,1.5454775011651611e-16
"['Angola', 'Malaysia', 'Qatar']",3,6335.632374376916,6335.632374376916,0.0,0.0
"['Andorra', 'Madagascar', 'Portugal']",3,15069.415255721926,15069.415255721926,0.0,0.0
"['Afghanistan', 'Azerbaijan', 'Ukraine']",3,10377.923902444014,10377.923902444014,0.0,0.0
"['Belgium', 'Madagascar', 'South Sudan']",3,12087.493732792565,12087.493732792564,1.8189894035458565e-12,1.5048524067574565e-16
"['Andorra', 'Kuwait', 'Maldives']",3,9663.500437540724,9663.500437540724,0.0,0.0
"['Afghanistan', 'Dominica', 'Sudan']",3,11774.575082864414,11774.575082864414,0.0,0.0
"['Ethiopia', 'Mauritania', 'United Arab Emirates']",3,14002.460097869704,14002.460097869704,0.0,0.0
"['Armenia', 'Nauru', 'Sudan']",3,11840.42099820554,11840.42099820554,0.0,0.0
"['Andorra', 'Dominica', 'Norway']",3,13529.310992112543,13529.310992112543,0.0,0.0
"['Antigua and Barbuda', 'Bahamas', ""Cote d'Ivoire""]",3,16743.659320377385,16743.659320377385,0.0,0.0
"['Angola', 'Switzerland', 'Yemen']",3,10902.984988457685,10902.984988457683,1.8189894035458565e-12,1.6683407392301354e-16
"['Burundi', 'Laos', 'Panama']",3,17233.631477715826,17233.631477715826,0.0,0.0
"['Burkina Faso', 'Colombia', 'Pakistan']",3,18310.519620893792,18310.519620893792,0.0,0.0
"['Armenia', 'Guatemala', 'Ireland']",3,17508.263309847076,17508.263309847076,0.0,0.0
"['Burkina Faso', 'Kiribati', 'Morocco']",3,18082.846657572994,18082.846657572994,0.0,0.0
"['Belgium', 'Slovakia', 'Somalia']",3,17153.138467407,17153.138467407,0.0,0.0
"['Austria', 'Ethiopia', 'Mauritius']",3,18411.71583032454,18411.71583032454,0.0,0.0
"['Angola', 'Malta', 'Saint Vincent and the Grenadines']",3,17671.242588348923,17671.242588348923,0.0,0.0
"['Armenia', 'Iceland', 'Liechtenstein']",3,13598.833729067617,13598.833729067615,1.8189894035458565e-12,1.3376069152590285e-16
"['Armenia', 'Liberia', 'Malawi']",3,17613.32674569433,17613.32674569433,0.0,0.0
"['Burundi', 'Iceland', 'Qatar']",3,16498.662214416334,16498.662214416334,0.0,0.0
"['Libya', 'Portugal', 'United Arab Emirates']",3,19828.237722705984,19828.237722705984,0.0,0.0
"['Angola', ""Cote d'Ivoire"", 'Serbia']",3,11701.593041325434,11701.593041325434,0.0,0.0
"['Andorra', 'Dominica', 'Lesotho']",3,8658.806587085915,8658.806587085915,0.0,0.0
"['Angola', 'Madagascar', 'Portugal']",3,13009.440095600228,13009.440095600228,0.0,0.0
"['Bahamas', 'Belgium', 'Congo, Republic of the']",3,23652.270433872487,23652.270433872487,0.0,0.0
"['Antigua and Barbuda', 'Latvia', 'Suriname']",3,19035.51063491481,19035.51063491481,0.0,0.0
"['Austria', 'Bahrain', 'Portugal']",3,21774.950275139974,21774.95027513997,3.637978807091713e-12,1.6707173890748773e-16
"['Azerbaijan', 'Burundi', 'Fiji']",3,13389.085393017784,13389.085393017784,0.0,0.0
"['Austria', 'Bulgaria', 'Serbia']",3,8536.124401651396,8536.124401651396,0.0,0.0
"['Andorra', 'Central African Republic', 'Papua New Guinea']",3,9210.008928188265,9210.008928188265,0.0,0.0
"['Austria', 'Libya', 'Somalia']",3,13711.617997833007,13711.617997833007,0.0,0.0
"['Burundi', 'Moldova', 'Sao Tome and Principe']",3,16614.894637798112,16614.894637798112,0.0,0.0
"['Austria', 'Dominica', 'Macedonia']",3,11033.504459902864,11033.504459902864,0.0,0.0
"['Afghanistan', 'Latvia', 'Mauritania']",3,19719.86952318948,19719.86952318948,0.0,0.0
"['Antigua and Barbuda', 'Estonia', 'Tonga']",3,16005.370056440746,16005.370056440746,0.0,0.0
"['Afghanistan', 'Kuwait', 'Uzbekistan']",3,8142.462877245498,8142.462877245498,0.0,0.0
"['Fiji', 'Niger', 'United Arab Emirates']",3,12648.664868609834,12648.664868609834,0.0,0.0
"['Burundi', 'Poland', 'Suriname']",3,16314.151704583648,16314.151704583648,0.0,0.0
"['Andorra', 'Botswana', 'Jordan']",3,9527.068785489888,9527.068785489888,0.0,0.0
"['Burkina Faso', 'Monaco', 'Niger']",3,12092.607137334717,12092.607137334717,0.0,0.0
"['Armenia', 'Slovakia', 'Zambia']",3,15508.70869850177,15508.70869850177,0.0,0.0
"['Burkina Faso', 'Nicaragua', 'Tanzania']",3,18789.196572598146,18789.196572598143,3.637978807091713e-12,1.9362077527025725e-16
"['Armenia', 'Ecuador', 'Mongolia']",3,15509.408134583166,15509.408134583166,0.0,0.0
"['Malawi', 'United Arab Emirates', 'Yemen']",3,13316.552917403878,13316.552917403878,0.0,0.0
"['Belgium', 'Lebanon', 'Zambia']",3,16148.354413696758,16148.354413696758,0.0,0.0
"['Tajikistan', 'United Arab Emirates', 'Zimbabwe']",3,13751.256836696364,13751.256836696364,0.0,0.0
"['Armenia', 'Marshall Islands', 'Mongolia']",3,11152.963303576902,11152.963303576902,0.0,0.0
"['Afghanistan', 'Azerbaijan', 'Jamaica']",3,16702.16846896912,16702.16846896912,0.0,0.0
"['Afghanistan', 'Ethiopia', 'Senegal']",3,12359.211294919245,12359.211294919243,1.8189894035458565e-12,1.4717681898468924e-16
"['Albania', 'Dominican Republic', 'Namibia']",3,20469.97418450089,20469.97418450089,0.0,0.0
"['Armenia', 'Marshall Islands', 'Togo']",3,10539.898568252926,10539.898568252926,0.0,0.0
"['Algeria', 'Armenia', 'Chad']",3,14432.14949088932,14432.14949088932,0.0,0.0
"['Burundi', 'Cameroon', 'Czech Republic']",3,18173.402269949976,18173.402269949976,0.0,0.0
"['Bhutan', 'Burundi', 'Dominica']",3,9583.912502040625,9583.912502040625,0.0,0.0
"['Azerbaijan', 'Namibia', 'Syria']",3,17244.97813499988,17244.97813499988,0.0,0.0
"['Albania', 'Austria', 'Papua New Guinea']",3,13385.31156418121,13385.31156418121,0.0,0.0
"['Austria', 'Costa Rica', 'Fiji']",3,15050.658429584304,15050.658429584304,0.0,0.0
"['Andorra', 'Gabon', 'Iceland']",3,14669.353020451355,14669.353020451355,0.0,0.0
"['Belgium', 'Netherlands', 'Romania']",3,22628.113092131494,22628.11309213149,3.637978807091713e-12,1.607725218748687e-16
"['Burundi', 'Romania', 'Uruguay']",3,17388.409583960045,17388.409583960045,0.0,0.0
"['Czech Republic', 'Nauru', 'United Arab Emirates']",3,8652.794254743518,8652.794254743518,0.0,0.0
"['Azerbaijan', 'Rwanda', 'Tuvalu']",3,12067.775203050734,12067.775203050734,0.0,0.0
"['Andorra', 'Mozambique', 'Uganda']",3,8524.795002642466,8524.795002642466,0.0,0.0
"['Benin', 'Guatemala', 'Iraq']",3,17656.92354659301,17656.92354659301,0.0,0.0
"['Austria', 'Ireland', 'Serbia']",3,15728.098528452814,15728.098528452814,0.0,0.0
"['Armenia', 'Haiti', 'Saint Kitts and Nevis']",3,12890.095858843071,12890.095858843071,0.0,0.0
"['Albania', 'Saint Kitts and Nevis', 'Swaziland']",3,19494.09359377807,19494.09359377807,0.0,0.0
"['Angola', 'Djibouti', 'Latvia']",3,12691.428235420542,12691.428235420542,0.0,0.0
"['Armenia', 'Guinea', 'Syria']",3,15126.484685651223,15126.484685651223,0.0,0.0
"['Antigua and Barbuda', 'Gabon', 'Moldova']",3,12021.63662455888,12021.63662455888,0.0,0.0
"['Andorra', 'Brunei Darussalam', 'Croatia']",3,12704.495543964224,12704.495543964224,0.0,0.0
"['Belgium', 'Lesotho', 'Mauritania']",3,20838.171460121917,20838.17146012192,-3.637978807091713e-12,1.745824394455015e-16
"['Austria', 'Georgia', 'Mozambique']",3,16242.546926908348,16242.546926908348,0.0,0.0
"['Austria', 'Belize', 'Yemen']",3,16608.22682574814,16608.22682574814,0.0,0.0
"['Angola', 'Dominica', 'Greece']",3,17512.942989188974,17512.942989188974,0.0,0.0
"['Antigua and Barbuda', 'Kenya', 'Solomon Islands']",3,6902.800052241037,6902.800052241037,0.0,0.0
"['Austria', 'Mali', 'Montenegro']",3,11689.107471329517,11689.107471329517,0.0,0.0
"['Burundi', 'Macedonia', 'Timor-Leste']",3,6414.158661213573,6414.158661213573,0.0,0.0
"['Poland', 'Tajikistan', 'United Arab Emirates']",3,15984.217654479402,15984.217654479402,0.0,0.0
"['Burkina Faso', 'Mozambique', 'Samoa']",3,12840.01834256499,12840.01834256499,0.0,0.0
"['Afghanistan', 'Rwanda', 'Saint Lucia']",3,12391.668502949306,12391.668502949306,0.0,0.0
"['Andorra', 'Ecuador', 'Samoa']",3,12982.667692891868,12982.667692891868,0.0,0.0
"['Antigua and Barbuda', 'Central African Republic', 'Ecuador']",3,15731.697521432234,15731.697521432234,0.0,0.0
